FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
33484;JALAPENO, SÄILYKE, ETIKKALIEMI;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
33485;TAPAS, TUOREJUUSTOTÄYTTEINEN JALAPENO, OLIIVIÖLJY;DISH;MIX;100;DISH;NONINGR;VEGCANN;VEGDITOT
33486;(ARC) MARGARIINI 60%, KEIJU DELI VOIMAKAS, D-VIT 20 UG;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33487;KASVIRASVALEVITE 70 %, KEIJU LAKTOOSITON, CATERING, D-VIT 20 UG;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33488;MARGARIINI 40 %, KEIJU KEVYT LAKTOOSITON, CATERING, D-VIT 20 UG;FOOD;IND;100;VEGFATLO;FATTOT;VEGFATLO;FATTOT
33489;MARGARIINI 60 %, KEIJU NORMAALISUOLAINEN, CATERING, D-VIT 20 UG;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33491;SAVUPOROKEITTO;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
33492;LIHAPATA, LAPINPAISTI, PORO, SIKA, JUUREKSET;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
33493;JAUHELIHAKASTIKE, TOMAATTINEN, PORO, SUURUSTAMATON, RANSKANKERMAA;DISH;BOIL;100;DISH;NONINGR;MEATDISH;MEATDTOT
33494;PAPRIKA, PUNAINEN, SÄILYKE;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
33495;PORO-JUUSTOPIIRAKKA, MUROPOHJA;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33496;KASVIRASVALEVITE 70 %, BECEL GOLD, D-VIT 20 UG;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33498;BROILERINLEIKE, LEIVITETTY, JUUSTOTÄYTE, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;POULTRY;MEATDTOT
33499;SOIJAROUHE, VAALEA TAI TUMMA;FOOD;RAW;100;SOYAPROD;LEGUTOT;LEGUPROD;LEGUTOT
33501;TOFU, PEHMEÄ, SOIJAVALMISTE;FOOD;IND;100;SOYAPROD;LEGUTOT;LEGUPROD;LEGUTOT
33502;NAKKI, SOIJANAKKI;FOOD;IND;100;SOYAPROD;LEGUTOT;LEGUPROD;LEGUTOT
33519;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -JAUHE;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33520;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -PURISTE;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33521;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -STICK;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
33525;RASVAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;X;100;FATCOOK;FATTOT;FATCOOK;FATTOT
33531;(ARC)PULLA, MUSTIKKA-VADELMAPITKO, PULLAVA, OULULAINEN, FAZER;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
33534;NAKKI, KEVYT KALKKUNANAKKI, KEITETTY;DISH;BOIL;100;DISH;NONINGR;SAUSAGE;MEATDTOT
33535;RIISIPUURO, UUNISSA, MAITO, PUURORIISI, SUOLAA;DISH;BAK;100;DISH;NONINGR;PORR;CEBAKTOT
33536;POROKEITTO, PERUNA, PORKKANA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
33537;HIRVENLIHAKEITTO, PERUNA, PORKKANA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
33540;BROILERINUGGETTI, KANANPOJAN PANEROIDUT NUGGETIT, HK/KARINIEMI;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
33542;SUKLAA, TUMMA, 80 %;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
33549;KANANMUNAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33550;VALKUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33551;KELTUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FOOD;DRIE;100;EGG;EGGTOT;EGGS;EGGDISH
33553;MAUSTEKASTIKE, HAPANIMELÄ, DIPPIKASTIKE;FOOD;MIX;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
33554;JUUSTO, POLAR TÄYTELÄINEN, 28 % RASVAA, VALIO;FOOD;IND;100;CHEECUHI;MILKTOT;CHEESCUR;MILKDTOT
33555;JUUSTO, POLAR 5 % RASVAA, VALIO;FOOD;IND;100;CHEECULO;MILKTOT;CHEESCUR;MILKDTOT
33556;JUUSTO, POLAR 15 % RASVAA, VALIO;FOOD;IND;100;CHEECULO;MILKTOT;CHEESCUR;MILKDTOT
33558;KEKSI, SUOLAKEKSI, PIRKKA/RAINBOW;DISH;BAK;100;DISH;NONINGR;BISCUSAV;CEBAKTOT
33559;MANSIKKAHILLO, TEOLLINEN, SOKERIA 46 %;FOOD;CANN;100;JAM;SUGARTOT;JAM;SUGARTOT
33561;PORSAANNUGGETTI, RYPSIPORSASNUGGETTI, HK;DISH;FRIE;100;DISH;NONINGR;MSTEAK;MEATDTOT
33562;KASVISPYÖRYKKÄ, HÄLSANS KÖK, SISÄLTÄÄ GLUTEENIA;DISH;BAK;100;DISH;NONINGR;VEGDISH;VEGDITOT
33564;LOHIFILEE, UUNISSA;DISH;BAK;100;DISH;NONINGR;FISH;FISHDTOT
33565;PAKASTEKASVISSEKOITUS, PORKKANA-PAPU-PARSAKAALI-KUKKAKAALI;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
33566;SALAATTI, PUNAJUURISALAATTI, FELIX PUNAJUURI TUORESALAATTI;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
33568;PÄHKINÄ-HEDELMÄ-SEKOITUS;FOOD;MIX;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
33569;PÄHKINÄSEKOITUS, SUOLATON;FOOD;MIX;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
33579;PÄHKINÄSEKOITUS, SUOLATTU;FOOD;BAK;100;NUTSEED;LEGUTOT;SNACKSAV;SNACKTOT
33583;LATVA-ARTISOKKA, KEITETTY;DISH;BOIL;100;DISH;NONINGR;VEGPOT;VEGDITOT
33584;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33585;MAISSIPUURO, POLENTA, MAITO, SUOLAA;DISH;BOIL;100;DISH;NONINGR;PORR;CEBAKTOT
33586;JÄÄTELÖ, SNICKERS;FOOD;IND;100;ICECREAM;MILKTOT;ICECREAM;MILKDTOT
33587;KALA, PAINOTETTU KESKIARVO;FOOD;RAW;100;FISH;FISHTOT;FISH;FISHDTOT
33588;MUNAKAS, KASVISMUNAKAS;DISH;FRIE;100;DISH;NONINGR;EGGMIX;EGGDISH
33589;KALA, PAINOTETTU KESKIARVO, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;FISH;FISHDTOT
33590;KALA, PAINOTETTU KESKIARVO, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;FISH;FISHDTOT
33592;TÄYTETTY LEIPÄ, PANINI, KANA, MR PANINI;DISH;ROAS;100;DISH;NONINGR;SANDWICH;CEBAKTOT
33594;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, KESKIARVO;DISH;MIX;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
33596;KAURAJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;OATLIQ;CERTOT;VEGJUICE;VEGDITOT
33597;SOIJAJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;LEGULIQ;LEGUTOT;VEGJUICE;VEGDITOT
33598;KEKSI, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
33599;PINAATTIKEITTO, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;VEGSOUP;VEGDITOT
33600;RIISIJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;CEROTLIQ;CERTOT;VEGJUICE;VEGDITOT
33601;PERUNASOSEJAUHE, VALMISTAMATON, TUOTEKESKIARVO;FOOD;MIX;100;POTAPROD;POTATOT;INGRMISC;MISCTOT
33602;PERUNASOSE, VESI, PERUNASOSEJAUHEESTA, TUOTEKESKIARVO;DISH;BOIL;100;DISH;NONINGR;POTADISH;POTATOT
33603;SALAATTI, ITALIANSALAATTI, MAJONEESIKASTIKE, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
33604;SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
33605;KARJALANPIIRAKKA, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33606;TÄYTETTY LEIPÄ, PANINI, KINKKU-SALAMI, MR PANINI;DISH;ROAS;100;DISH;NONINGR;SANDWICH;CEBAKTOT
33608;TÄYTETTY LEIPÄ, PANINI, MOZZARELLA, MR PANINI;DISH;ROAS;100;DISH;NONINGR;SANDWICH;CEBAKTOT
33609;JAUHELIHAPIHVI, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
33612;LIHAPULLA, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
33613;KEKSI, DIGESTIVE VÄLIPALAKEKSI/KAURA/SUKLAADIGESTIVE, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
33615;BROILERIPYÖRYKKÄ, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;POULTDIS;MEATDTOT
33616;MURO, SUKLAAMURO, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33617;LASAGNE, TEOLLINEN, VALMISATERIA, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
33619;MAKSALAATIKKO, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;OFFALDI;MEATDTOT
33622;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
33624;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MEATDISH;MEATDTOT
33626;VANUKAS, MAITOVANUKAS, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;MILKPUDD;MILKDTOT
33629;RAHKA, JÄLKIRUOKA/VÄLIPALA, TEOLLINEN, TUOTEKESKIARVO;FOOD;MIX;100;CURD;MILKTOT;CURD;MILKDTOT
33630;MYSLI, MUROMYSLI, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33631;JAUHO, JAUHOSEOS, GLUTEENITON, TUOTEKESKIARVO;FOOD;MIX;100;CEROTH;CERTOT;FLOUR;CEBAKTOT
33632;PASTA, GLUTEENITON, TUOTEKESKIARVO;FOOD;MIX;100;CEROTH;CERTOT;PASTAADD;CEBAKTOT
33637;KEKSI, GLUTEENITON, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
33638;KASTIKEJAUHE, KASTIKEAINEKSET, TEOLLINEN, TUOTEKESKIARVO;FOOD;MIX;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
33640;KASTIKE, KASTIKEJAUHEESTA, VETEEN, TUOTEKESKIARVO;DISH;BOIL;100;DISH;NONINGR;SAVSAUCE;MISCTOT
33659;MURO, MAISSISTA, TEOLLINEN, TUOTEKESKIARVO;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33660;SEKALEIPÄ, AAMIAISLEIPÄ, MONIVILJA, VIIPALOITU, PERHELEIPURIT;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33661;(ARC)RUISLEIPÄ, AAMIAISLEIPÄ, RUISLEIPÄ, VIIPALOITU, PERHELEIPURIT;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
33663;SEKALEIPÄ, JÄLKIUUNIKAURALEIPÄ, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33664;SEKALEIPÄ, ARKIVIIPALEET, VIIPALOITU, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33665;RUISLEIPÄ, JYVÄLIMPPU, VIIPALOITU TÄYSJYVÄRUISLEIPÄ, VAASAN;DISH;BAK;100;DISH;NONINGR;BRRYE;CEBAKTOT
33666;SEKALEIPÄ, MINIHIILARI, HALKAISTU AURINGONKUKKA-PELLAVASÄMPYLÄ, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33668;KARJALANPIIRAKKA, ISOÄIDIN RUKIINEN PIKKUPIIRAKKA, VAASAN;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33669;KARJALANPIIRAKKA, ISOÄIDIN RUKIINEN KARJALANPIIRAKKA, VAASAN;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33670;SEKALEIPÄ, MINIHIILARI, VIIPALOITU PELLAVA-AURINGONKUKANSIEMENLEIPÄ, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33671;PROFEEL PROTEIINIJUOMA, VALIO, D-VITAMIINIA 1 UG;FOOD;IND;100;MILKLF;MILKTOT;MILKLF;MILKDTOT
33673;(ARC)SEKALEIPÄ, OULULAINEN VAALEA REISSUMIES, 100 % TÄYSJYVÄ, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33674;SEKALEIPÄ, OULULAINEN PIKKURIESKA, PERUNARIESKA, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33675;PIIMÄ, KEVYTPIIMÄ, 1% RASVAA, VL, D-VIT 1UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33677;SEKALEIPÄ, ALKU JYVÄPALA, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33678;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33679;PIIMÄ, AB-PIIMÄ, RASVAA 1,5 %, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33680;(ARC)PAAHTOLEIPÄ, PAAHTO JUUSTO, FAZER, VEHNÄJAUHO, VEHNÄKUITU;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
33681;(ARC)PIIMÄ, AKTIIVIPIIMÄ, RASVAA 0,4 %, VL, D-VIT 1 UG, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33682;PIIMÄ, KEVYTPIIMÄ, 2 % RASVAA, VL, D-VIT 1 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33683;PIIMÄ, KEVYTPIIMÄ, 2 % RASVAA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33685;PIIMÄ, ASIDOFILUS-BIFIDUS, RASVAA 1,5 %, VL, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33689;(ARC)JOGURTTI, JUOTAVA, GEFILUS KIDIUS, 1,7%, D-VIT 1,5UG, PROB., 05/12 ALKAEN;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33690;JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,6 %, VL, -30% SOKERIA;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33692;(ARC)JOGURTTI, MAUSTETTU, JUOTAVA, VITALINEA PROTEIN, RASVATON;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33694;PAAHTOLEIPÄ, PAAHTO VIISI VILJAA, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33695;JOGURTTI, MAUSTETTU, AB, RASVAA 2,7 %, VL, PROBIOOTTEJA;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33696;JOGURTTI, AB-KERROSLUONNONJOGURTTI, RASVAA 3,3 %, PROBIOOTTEJA;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33697;JOGURTTI, MAUSTAMATON, AB, RASVAA 2,5 %, PROBIOOTTEJA;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33698;JOGURTTI, MAUSTAMATON, AB, RASVATON, PROBIOOTTEJA;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33699;SEKALEIPÄ, RUISVEHNÄSÄMPYLÄ, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33700;JOGURTTI, MAUSTETTU, AB, RASVATON, PROBIOOTTEJA;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33703;JOGURTTI, JUOTAVA, JOGURTTIJUOMA, RASVAA 0,9%, PROBIOOTTEJA;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
33704;PAAHTOLEIPÄ, JUUSTOPAAHTO, LINKOSUO;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
33708;SEKALEIPÄ, MUHEVA, LEIVON LEIPOMO, PERHELEIPURIT;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33710;(ARC)VÄLIPALAJUOMA, TEHOJUOMA,GEFILUS,RASVATON, LAKTOOSIT, D-VIT, PROB, ALK05/12;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
33711;KARJALANPIIRAKKA, VUOKSEN RIISIPIIRAKKA, FAZER;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33714;JOGURTTI, MAUSTETTU, A+, RASVAA 3,2 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33715;MURO, VEHNÄHIUTALE, KELLOGG'S ALL-BRAN APPLE & FIG, VITAMINOITU;DISH;ROAS;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33718;MURO, RIISI-VEHNÄHIUTALE, KELLOGG'S ALL-BRAN CRUNCHY BITES;DISH;ROAS;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33720;MURO, VEHNÄRENGASMURO, HONEY MONSTER SUGAR PUFFS, RAISIO, VITAMINOITU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33721;MURO, VEHNÄRENGASMURO, HONEY MONSTER CHOCO PUFFS, RAISIO, VITAMINOITU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33723;MURO, KAAKAONMAKUINEN MONIVILJAMURO, KELLOGG'S COCO POPS ROCKS;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33724;MURO, KAAKAONMAKUINEN VEHNÄMURO, KELLOGG'S COCO POPS CRUNCHERS;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33725;JOGURTTI, MAUSTETTU, REDUCOL, RASVAA 2 %, VL, KASVISTEROLI JA -STANOLI, PROB.;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33726;KASVIRASVALEVITE 70 %, TEOLLINEN TUOTEKESKIARVO;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33727;JOGURTTI, MAUSTAMATON, REDUCOL, RASVAA 2,5%, VL, KASVISTEROLI JA -STANOLI, PROB.;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33728;VIILI, MAUSTAMATON, RASVAA 1,5 %, LAKTOOSITON;FOOD;IND;100;MILKCURL;MILKTOT;MILKCURL;MILKDTOT
33729;(ARC)PIIMÄ, AKTIIVIPIIMÄ VANILJA, RASVAA 0,4 %, VL, D-VIT 0,9 UG, PROBIOOTTEJA;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33730;(ARC) MYSLI, ELOVENA PLUS HEDELMÄMYSLI;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33732;MYSLI, ELOVENA PLUS MARJAMYSLI;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33733;MYSLI, KELLOGG'S EXTRA CLASSIC;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33735;MYSLI, KELLOGG'S EXTRA FRUIT;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33736;MYSLI, KELLOGG'S EXTRA CHOCOLATE;DISH;MIX;100;DISH;NONINGR;CERBRKF;CEBAKTOT
33739;MAITO, TÄYSMAITO, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;FOOD;IND;100;MILKHF;MILKTOT;MILKHF;MILKDTOT
33740;NAKKI, KEVYT, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;SAUSAGE;MEATDTOT
33756;SEKALEIPÄ, KAURALEIPÄ, 100 % KAURA, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33757;TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA 60 MG;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
33758;KOKOLIHALEIKKELE, KINKKULEIKKELE, VÄHÄRASVAINEN, RASVAA 2 %;FOOD;BOIL;100;MEATCUTS;MEATTOT;MEATCUTS;MEATDTOT
33759;(ARC)HEDELMÄJUOMA, MAITO-MEHUJUOMA, RASVATON, GEFILUS, VITAMINOITU, PROBIOOTTEJA;DISH;IND;100;DISH;NONINGR;DRJUICE;BEVTOT
33760;JOGURTTI, MAUSTETTU, A+ VILJA, RASVAA 2 %, LAKTOOSITON, D-VIT 1 UG;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
33766;VESI, KEITETTY;FOOD;BOIL;100;WATER;BEVTOT;DRWATER;BEVTOT
33783;SEKALEIPÄ, KAURATYYNYT, HALKAISTU, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
33790;MAITO, KEVYTMAITO, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILKLF;MILKTOT;MILKLF;MILKDTOT
33791;MAITO, RASVATON, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
33792;MAITO, TÄYSMAITO, RASVAA 3 %, LAKTOOSITON MAITOJUOMA, EILA, D-VITAMIINIA 2 UG;FOOD;IND;100;MILKHF;MILKTOT;MILKHF;MILKDTOT
33804;PERUNALAATIKKO, SAVUPOROLAATIKKO, SAARIOINEN, VALMISATERIA;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
33813;KANAKEITTO, RAINBOW, VALMISATERIA;DISH;BOIL;100;DISH;NONINGR;MEATSOUP;MEATDTOT
33845;MEETVURSTI TAI SALAMI, KEVYT RASVAA, 22 %;FOOD;IND;100;SAUSCUTS;MEATTOT;SAUSCUTS;MEATDTOT
33846;PASTEIJA, JUUSTOPUUSTI, VAASAN KOTIUUNIN;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
33847;VIINERI, MANSIKKAVIINERI, VANILJAKREEMI, VAASAN KOTIUUNIN;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
33848;PULLA, TÄYTEPITKO, MARJA- JA KREEMITÄYTE, RAINBOW;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
33849;KIISSELI, MEHUKEITTO, C-VITAMIINIA 30 MG, TEOLLINEN;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
33850;KIISSELI, MEHUKEITTO, C-VITAMIINIA 20 MG, TEOLLINEN;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
33851;KIISSELI, MEHUKEITTO, C-VITAMIINIA 40 MG, TEOLLINEN;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
33852;PIIMÄ, RASVATON, VALIO EILA LAKTOOSITON, D-VIT 2 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
33853;ATERIASALAATTI, BROILERSALAATTIATERIA, SAARIOINEN;DISH;MIX;100;DISH;NONINGR;SALADMIX;SALADTOT
33855;MARJAPIIRAKKA, MUSTIKKAPIIRAS, FAZER;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
33856;KERMAKASTIKE, LIHALIEMI, KERMA, VEHNÄJAUHO;DISH;BOIL;100;DISH;NONINGR;SAVSAUCE;MISCTOT
33862;SALAATTI, COLESLAW-SALAATTI, TEOLLINEN;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
33863;KÄÄRETORTTU, UNELMATORTTU, RAINBOW;DISH;MIX;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
33866;PULLA, TIIKERIKRANSSI, VAASAN ISOÄIDIN;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
33867;PULLA, TÄYTEPITKO, PORMESTARINPITKO, VADELMA-OMENATÄYE, VAASAN;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
33872;ÄIDINMAITO, RINTAMAITO;FOOD;X;100;MMILK;DIETTOT;INFMILK;MMILK
33882;MARGARIINI 80 %, FLORA KULTA;FOOD;IND;100;VEGFATHI;FATTOT;VEGFATHI;FATTOT
33883;SALAATTI, TZATSIKISALAATTI, ATRIA;DISH;MIX;100;DISH;NONINGR;SALADMAY;SALADTOT
33884;MEHU, GEFILUS ANANAS-PORKKANA + KALSIUM, C- JA D-VIT, PROB, 09/12 ALKAEN;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
33885;RAHKA, MAUSTETTU, PROFEEL PROTEIINIRAHKA, LAKTOOSITON;FOOD;IND;100;CURD;MILKTOT;CURD;MILKDTOT
33886;KEKSI, TÄYTEKEKSI, KAURATÄYTEKEKSI;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
33888;KEKSI, TÄYTEKEKSI VAALEA, BALLERINA;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
33889;SUKLAA, PÄHKINÄSUKLAA, MAITOSUKLAATA JA HASSELPÄHKINÄÄ;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
